species_id;GBIF_species_id;GBIF_species_name;GBIF_genus_name;GBIF_family_name;GBIF_kingdom_name
1198;8149923;Prunus persica;Prunus;Rosaceae;Plantae
1199;2928978;Hyoscyamus niger;Hyoscyamus;Solanaceae;Plantae
1200;2736625;Chamaerops humilis;Chamaerops;Arecaceae;Plantae
1201;2926108;Cerinthe major;Cerinthe;Boraginaceae;Plantae
1202;5362136;Aruncus dioicus;Aruncus;Rosaceae;Plantae
1203;3141571;Mantisalca salmantica;Mantisalca;Asteraceae;Plantae
1204;3050631;Microthlaspi perfoliatum;Microthlaspi;Brassicaceae;Plantae
1205;5410221;Campanula spicata;Campanula;Campanulaceae;Plantae
1206;2891390;Geranium phaeum;Geranium;Geraniaceae;Plantae
1207;2960383;Cajanus cajan;Cajanus;Fabaceae;Plantae
1208;2883005;Kalmia latifolia;Kalmia;Ericaceae;Plantae
1209;3152560;Hibiscus trionum;Hibiscus;Malvaceae;Plantae
1210;4094511;Campsis grandiflora;Campsis;Bignoniaceae;Plantae
1211;2874484;Carica papaya;Carica;Caricaceae;Plantae
1212;3170326;Gomphocarpus physocarpus;Gomphocarpus;Apocynaceae;Plantae
1213;5358302;Scorpiurus muricatus;Scorpiurus;Fabaceae;Plantae
1214;5410075;Campanula alpestris;Campanula;Campanulaceae;Plantae
1215;7279691;Cytinus hypocistis;Cytinus;Cytinaceae;Plantae
1216;2888579;Leycesteria formosa;Leycesteria;Caprifoliaceae;Plantae
1217;8212918;Ranunculus auricomus;Ranunculus;Ranunculaceae;Plantae
1218;5549949;Liriope muscari;Liriope;Asparagaceae;Plantae
1219;5371542;Rhaphiolepis indica;Rhaphiolepis;Rosaceae;Plantae
1220;3033227;Eranthis hyemalis;Eranthis;Ranunculaceae;Plantae
1221;6443709;Tragopogon dubius;Tragopogon;Asteraceae;Plantae
1222;3048882;Cakile edentula;Cakile;Brassicaceae;Plantae
1223;5275132;Dryopteris filix-mas;Dryopteris;Dryopteridaceae;Plantae
1224;3069859;Euphorbia lactea;Euphorbia;Euphorbiaceae;Plantae
1225;3052436;Arabidopsis thaliana;Arabidopsis;Brassicaceae;Plantae
1226;2795845;Cephalanthera rubra;Cephalanthera;Orchidaceae;Plantae
1227;2888353;Monotropa uniflora;Monotropa;Ericaceae;Plantae
1228;2927727;Phlox subulata;Phlox;Polemoniaceae;Plantae
1229;7270381;Gentiana asclepiadea;Gentiana;Gentianaceae;Plantae
1230;3877063;Atadinus alpinus;Atadinus;Rhamnaceae;Plantae
1231;5415020;Linaria vulgaris;Linaria;Plantaginaceae;Plantae
1232;9482657;Clivia miniata;Clivia;Amaryllidaceae;Plantae
1233;3049799;Draba aizoides;Draba;Brassicaceae;Plantae
1234;3189543;Hypericum humifusum;Hypericum;Hypericaceae;Plantae
1235;2890502;Geranium endressii;Geranium;Geraniaceae;Plantae
1236;3012089;Sorbaria sorbifolia;Sorbaria;Rosaceae;Plantae
1237;2703124;Melica ciliata;Melica;Poaceae;Plantae
1238;2932944;Capsicum annuum;Capsicum;Solanaceae;Plantae
1239;5421380;Sarracenia leucophylla;Sarracenia;Sarraceniaceae;Plantae
1240;5584611;Silene chalcedonica;Silene;Caryophyllaceae;Plantae
1241;7473187;Draba verna;Draba;Brassicaceae;Plantae
1242;8380575;Tamarix gallica;Tamarix;Tamaricaceae;Plantae
1243;5362560;Pyrus spinosa;Pyrus;Rosaceae;Plantae
1244;2926902;Teucrium fruticans;Teucrium;Lamiaceae;Plantae
1245;3039423;Ziziphus jujuba;Ziziphus;Rhamnaceae;Plantae
1246;9561762;Pelargonium peltatum;Pelargonium;Geraniaceae;Plantae
1247;2986293;Pittosporum tenuifolium;Pittosporum;Pittosporaceae;Plantae
1248;2974786;Vicia sepium;Vicia;Fabaceae;Plantae
1249;2925351;Clerodendrum bungei;Clerodendrum;Lamiaceae;Plantae
1250;2888763;Valeriana officinalis;Valeriana;Caprifoliaceae;Plantae
1251;3133716;Adenostyles leucophylla;Adenostyles;Asteraceae;Plantae
1252;3770188;Justicia carnea;Justicia;Acanthaceae;Plantae
1253;3925918;Anemone hortensis;Anemone;Ranunculaceae;Plantae
1254;7263987;Aphelandra squarrosa;Aphelandra;Acanthaceae;Plantae
1255;7925535;Bistorta officinalis;Bistorta;Polygonaceae;Plantae
1256;2765230;Tradescantia spathacea;Tradescantia;Commelinaceae;Plantae
1257;8658195;Hoya carnosa;Hoya;Apocynaceae;Plantae
1258;2874211;Passiflora foetida;Passiflora;Passifloraceae;Plantae
1259;8365953;Cornus alba;Cornus;Cornaceae;Plantae
1260;7162908;Convolvulus tricolor;Convolvulus;Convolvulaceae;Plantae
1261;3169625;Tabernaemontana divaricata;Tabernaemontana;Apocynaceae;Plantae
1262;3191374;Polygala vulgaris;Polygala;Polygalaceae;Plantae
1263;2888794;Adoxa moschatellina;Adoxa;Adoxaceae;Plantae
1264;2702808;Echinochloa crus-galli;Echinochloa;Poaceae;Plantae
1265;5361903;Ficus elastica;Ficus;Moraceae;Plantae
1266;3102871;Xerochrysum bracteatum;Xerochrysum;Asteraceae;Plantae
1267;5828232;Cenchrus setaceus;Cenchrus;Poaceae;Plantae
1268;3073016;Jatropha podagrica;Jatropha;Euphorbiaceae;Plantae
1269;2772666;Hyacinthus orientalis;Hyacinthus;Asparagaceae;Plantae
1270;2752841;Erythronium sibiricum;Erythronium;Liliaceae;Plantae
1271;2808646;Anacamptis papilionacea;Anacamptis;Orchidaceae;Plantae
1272;2770022;Polygonatum multiflorum;Polygonatum;Asparagaceae;Plantae
1273;3170097;Gentiana nivalis;Gentiana;Gentianaceae;Plantae
1274;3034620;Aegopodium podagraria;Aegopodium;Apiaceae;Plantae
1275;5330580;Arum maculatum;Arum;Araceae;Plantae
1276;3084777;Portulacaria afra;Portulacaria;Didiereaceae;Plantae
1277;2925895;Echium plantagineum;Echium;Boraginaceae;Plantae
1278;5341112;Phyla nodiflora;Phyla;Verbenaceae;Plantae
1279;5376648;Lepidium virginicum;Lepidium;Brassicaceae;Plantae
1280;2965732;Glycyrrhiza glabra;Glycyrrhiza;Fabaceae;Plantae
1281;3681277;Convolvulus cantabrica;Convolvulus;Convolvulaceae;Plantae
1282;2930216;Solanum betaceum;Solanum;Solanaceae;Plantae
1283;2927452;Phlomis fruticosa;Phlomis;Lamiaceae;Plantae
1284;2925514;Verbena bonariensis;Verbena;Verbenaceae;Plantae
1285;8195379;Polygonum maritimum;Polygonum;Polygonaceae;Plantae
1286;5384616;Stellaria graminea;Stellaria;Caryophyllaceae;Plantae
1287;7925303;Magnolia soulangeana;Magnolia;Magnoliaceae;Plantae
1288;2985938;Kalanchoe marmorata;Kalanchoe;Crassulaceae;Plantae
1289;5275044;Athyrium filix-femina;Athyrium;Athyriaceae;Plantae
1290;2808330;Anacamptis pyramidalis;Anacamptis;Orchidaceae;Plantae
1291;5602738;Colletia paradoxa;Colletia;Rhamnaceae;Plantae
1292;5347727;Genista scorpius;Genista;Fabaceae;Plantae
1293;5371712;Nandina domestica;Nandina;Berberidaceae;Plantae
1294;3189747;Plantago media;Plantago;Plantaginaceae;Plantae
1295;5299675;Tulipa gesneriana;Tulipa;Liliaceae;Plantae
1296;7327990;Rhododendron ponticum;Rhododendron;Ericaceae;Plantae
1297;2867495;Arisarum vulgare;Arisarum;Araceae;Plantae
1298;4102733;Dipsacus pilosus;Dipsacus;Caprifoliaceae;Plantae
1299;3045840;Cardamine pentaphyllos;Cardamine;Brassicaceae;Plantae
1300;2890122;Geranium pyrenaicum;Geranium;Geraniaceae;Plantae
1301;8273130;Lipandra polysperma;Lipandra;Amaranthaceae;Plantae
1302;8034409;Canna indica;Canna;Cannaceae;Plantae
1303;8268461;Calceolaria dichotoma;Calceolaria;Calceolariaceae;Plantae
1304;5369670;Geum reptans;Geum;Rosaceae;Plantae
1305;2974811;Vicia pannonica;Vicia;Fabaceae;Plantae
1306;5284231;Metasequoia glyptostroboides;Metasequoia;Cupressaceae;Plantae
1307;3172068;Veronica cymbalaria;Veronica;Plantaginaceae;Plantae
1308;6409622;Thymus serpyllum;Thymus;Lamiaceae;Plantae
1309;4198346;Kalanchoe tomentosa;Kalanchoe;Crassulaceae;Plantae
1310;9419395;Anemonastrum canadense;Anemonastrum;Ranunculaceae;Plantae
1311;2928796;Salpichroa origanifolia;Salpichroa;Solanaceae;Plantae
1312;3882698;Ballota pseudodictamnus;Ballota;Lamiaceae;Plantae
1313;7693914;Melampyrum pratense;Melampyrum;Orobanchaceae;Plantae
1314;6374953;Helleborus orientalis;Helleborus;Ranunculaceae;Plantae
1315;4102909;Lomelosia stellata;Lomelosia;Caprifoliaceae;Plantae
1316;3153228;Magnolia liliiflora;Magnolia;Magnoliaceae;Plantae
1317;3173122;Justicia brandegeeana;Justicia;Acanthaceae;Plantae
1318;3170260;Asclepias speciosa;Asclepias;Apocynaceae;Plantae
1319;3170875;Scrophularia auriculata;Scrophularia;Scrophulariaceae;Plantae
1320;3063016;Mercurialis perennis;Mercurialis;Euphorbiaceae;Plantae
1321;3797084;Alkekengi officinarum;Alkekengi;Solanaceae;Plantae
1322;2705565;Paspalum dilatatum;Paspalum;Poaceae;Plantae
1323;5409958;Campanula barbata;Campanula;Campanulaceae;Plantae
1324;7294681;Pulmonaria longifolia;Pulmonaria;Boraginaceae;Plantae
1325;5341297;Prunella vulgaris;Prunella;Lamiaceae;Plantae
1326;2889934;Tropaeolum majus;Tropaeolum;Tropaeolaceae;Plantae
1327;9589111;Caryopteris clandonensis;Caryopteris;Lamiaceae;Plantae
1328;5284517;Taxus baccata;Taxus;Taxaceae;Plantae
1329;6375061;Clematis armandii;Clematis;Ranunculaceae;Plantae
1330;2793158;Ophrys fusca;Ophrys;Orchidaceae;Plantae
1331;3188875;Oenothera rosea;Oenothera;Onagraceae;Plantae
1332;7314976;Fumaria barnolae;Fumaria;Papaveraceae;Plantae
1333;5358256;Ornithopus perpusillus;Ornithopus;Fabaceae;Plantae
1334;5415456;Thunbergia grandiflora;Thunbergia;Acanthaceae;Plantae
1335;3067398;Euphorbia dendroides;Euphorbia;Euphorbiaceae;Plantae
1336;3072985;Jatropha multifida;Jatropha;Euphorbiaceae;Plantae
1337;2927045;Salvia microphylla;Salvia;Lamiaceae;Plantae
1338;2650829;Cyrtomium falcatum;Cyrtomium;Dryopteridaceae;Plantae
1339;5356837;Lotus purpureus;Lotus;Fabaceae;Plantae
1340;4200862;Kalanchoe beharensis;Kalanchoe;Crassulaceae;Plantae
1341;2860119;Hymenocallis littoralis;Hymenocallis;Amaryllidaceae;Plantae
1342;10606799;Pentanema conyzae;Pentanema;Asteraceae;Plantae
1343;2965201;Medicago lupulina;Medicago;Fabaceae;Plantae
1344;3703460;Faucaria tigrina;Faucaria;Aizoaceae;Plantae
1345;6359825;Crossandra infundibuliformis;Crossandra;Acanthaceae;Plantae
1346;5623114;Echinopsis chamaecereus;Echinopsis;Cactaceae;Plantae
1347;2858963;Narcissus tazetta;Narcissus;Amaryllidaceae;Plantae
1348;7768870;Lonicera nigra;Lonicera;Caprifoliaceae;Plantae
1349;2752087;Tricyrtis hirta;Tricyrtis;Liliaceae;Plantae
1350;3171943;Verbascum blattaria;Verbascum;Scrophulariaceae;Plantae
1351;9188840;Epilobium ciliatum;Epilobium;Onagraceae;Plantae
1352;5357217;Parkinsonia aculeata;Parkinsonia;Fabaceae;Plantae
1353;5701337;Dahlia cultorum;Dahlia;Asteraceae;Plantae
1354;3883959;Salvia viridis;Salvia;Lamiaceae;Plantae
1355;2948698;Hardenbergia violacea;Hardenbergia;Fabaceae;Plantae
1356;3033461;Ranunculus glacialis;Ranunculus;Ranunculaceae;Plantae
1357;5300414;Fritillaria lusitanica;Fritillaria;Liliaceae;Plantae
1358;2879411;Quercus suber;Quercus;Fagaceae;Plantae
1359;5415040;Olea europaea;Olea;Oleaceae;Plantae
1360;2684070;Cupressus macrocarpa;Cupressus;Cupressaceae;Plantae
1361;2888605;Viburnum opulus;Viburnum;Adoxaceae;Plantae
1362;5421410;Dionaea muscipula;Dionaea;Droseraceae;Plantae
1363;2766278;Cordyline fruticosa;Cordyline;Asparagaceae;Plantae
1364;5384397;Amaranthus tricolor;Amaranthus;Amaranthaceae;Plantae
1365;5304283;Hyacinthoides non-scripta;Hyacinthoides;Asparagaceae;Plantae
1366;5301960;Alpinia purpurata;Alpinia;Zingiberaceae;Plantae
1367;7309071;Scutellaria alpina;Scutellaria;Lamiaceae;Plantae
1368;7290586;Coris monspeliensis;Coris;Primulaceae;Plantae
1369;5359209;Trifolium ochroleucon;Trifolium;Fabaceae;Plantae
1370;2868827;Zantedeschia aethiopica;Zantedeschia;Araceae;Plantae
1371;2859233;Narcissus assoanus;Narcissus;Amaryllidaceae;Plantae
1372;7844167;Colutea arborescens;Colutea;Fabaceae;Plantae
1373;2792588;Ophrys insectifera;Ophrys;Orchidaceae;Plantae
1374;7551118;Echium candicans;Echium;Boraginaceae;Plantae
1375;2891791;Grevillea robusta;Grevillea;Proteaceae;Plantae
1376;2784179;Ludisia discolor;Ludisia;Orchidaceae;Plantae
1377;2926683;Lamium album;Lamium;Lamiaceae;Plantae
1378;5352354;Anthyllis montana;Anthyllis;Fabaceae;Plantae
1379;3026074;Cotoneaster salicifolius;Cotoneaster;Rosaceae;Plantae
1380;3129064;Centaurea macrocephala;Centaurea;Asteraceae;Plantae
1381;2882398;Ceratophyllum demersum;Ceratophyllum;Ceratophyllaceae;Plantae
1382;3152827;Hamamelis virginiana;Hamamelis;Hamamelidaceae;Plantae
1383;2856297;Allium tuberosum;Allium;Amaryllidaceae;Plantae
1384;5361801;Parietaria judaica;Parietaria;Urticaceae;Plantae
1385;2650625;Asplenium ruta-muraria;Asplenium;Aspleniaceae;Plantae
1386;5328593;Aponogeton distachyos;Aponogeton;Aponogetonaceae;Plantae
1387;5673972;Setaria helvola;Setaria;Poaceae;Plantae
1388;3152582;Hibiscus sabdariffa;Hibiscus;Malvaceae;Plantae
1389;5421116;Tribulus terrestris;Tribulus;Zygophyllaceae;Plantae
1390;7283961;Opuntia microdasys;Opuntia;Cactaceae;Plantae
1391;3039318;Ceanothus americanus;Ceanothus;Rhamnaceae;Plantae
1392;3602683;Papaver cambricum;Papaver;Papaveraceae;Plantae
1393;5331347;Viola tricolor;Viola;Violaceae;Plantae
1394;5671157;Pilea cadierei;Pilea;Urticaceae;Plantae
1395;2858739;Narcissus papyraceus;Narcissus;Amaryllidaceae;Plantae
1396;5304344;Paradisea liliastrum;Paradisea;Asparagaceae;Plantae
1397;5411557;Campanula punctata;Campanula;Campanulaceae;Plantae
1398;3641841;Eryngium spinalba;Eryngium;Apiaceae;Plantae
1399;5408996;Lobelia laxiflora;Lobelia;Campanulaceae;Plantae
1400;7331824;Veronica salicifolia;Veronica;Plantaginaceae;Plantae
1401;3173338;Buddleja davidii;Buddleja;Scrophulariaceae;Plantae
1402;2888740;Centranthus ruber;Centranthus;Caprifoliaceae;Plantae
1403;2864546;Baldellia ranunculoides;Baldellia;Alismataceae;Plantae
1404;7544936;Scaevola sericea;Scaevola;Goodeniaceae;Plantae
1405;5346998;Astragalus glycyphyllos;Astragalus;Fabaceae;Plantae
1406;5356649;Lathyrus aphaca;Lathyrus;Fabaceae;Plantae
1407;2927080;Ajuga chamaepitys;Ajuga;Lamiaceae;Plantae
1408;5341499;Nepeta cataria;Nepeta;Lamiaceae;Plantae
1409;3169689;Amsonia tabernaemontana;Amsonia;Apocynaceae;Plantae
1410;5376740;Lepidium campestre;Lepidium;Brassicaceae;Plantae
1411;3172059;Veronica spicata;Veronica;Plantaginaceae;Plantae
1412;2870583;Pistia stratiotes;Pistia;Araceae;Plantae
1413;4104323;Cephalaria leucantha;Cephalaria;Caprifoliaceae;Plantae
1414;2992808;Rubus saxatilis;Rubus;Rosaceae;Plantae
1415;3006974;Rosa pendulina;Rosa;Rosaceae;Plantae
1416;2808791;Bletilla striata;Bletilla;Orchidaceae;Plantae
1417;5304257;Hyacinthoides hispanica;Hyacinthoides;Asparagaceae;Plantae
1418;3170817;Kickxia spuria;Kickxia;Plantaginaceae;Plantae
1419;3035778;Polyscias scutellaria;Polyscias;Araliaceae;Plantae
1420;2958715;Caesalpinia pulcherrima;Caesalpinia;Fabaceae;Plantae
1421;3707303;Delosperma echinatum;Delosperma;Aizoaceae;Plantae
1422;5361536;Oxytropis campestris;Oxytropis;Fabaceae;Plantae
1423;3596501;Cistus laurifolius;Cistus;Cistaceae;Plantae
1424;3824774;Aeschynanthus radicans;Aeschynanthus;Gesneriaceae;Plantae
1425;7265184;Globularia cordifolia;Globularia;Plantaginaceae;Plantae
1426;4088889;Limoniastrum monopetalum;Limoniastrum;Plumbaginaceae;Plantae
1427;3085419;Dianthus sylvestris;Dianthus;Caryophyllaceae;Plantae
1428;8053718;Epilobium angustifolium;Epilobium;Onagraceae;Plantae
1429;3734492;Orobanche caryophyllacea;Orobanche;Orobanchaceae;Plantae
1430;2874621;Citrullus lanatus;Citrullus;Cucurbitaceae;Plantae
1431;8018277;Centaurea pectinata;Centaurea;Asteraceae;Plantae
1432;3191030;Drosera rotundifolia;Drosera;Droseraceae;Plantae
1433;8870733;Anemonastrum narcissiflorum;Anemonastrum;Ranunculaceae;Plantae
1434;7314894;Sarcocapnos enneaphylla;Sarcocapnos;Papaveraceae;Plantae
1435;2928761;Nicotiana alata;Nicotiana;Solanaceae;Plantae
1436;2722046;Carex vesicaria;Carex;Cyperaceae;Plantae
1437;5341177;Myosotis discolor;Myosotis;Boraginaceae;Plantae
1438;2767031;Agave americana;Agave;Asparagaceae;Plantae
1439;2730127;Eriophorum angustifolium;Eriophorum;Cyperaceae;Plantae
1440;2704523;Cortaderia selloana;Cortaderia;Poaceae;Plantae
1441;2986192;Ribes nigrum;Ribes;Grossulariaceae;Plantae
1442;2888513;Pseudofumaria lutea;Pseudofumaria;Papaveraceae;Plantae
1443;3002461;Rosa canina;Rosa;Rosaceae;Plantae
1444;5609719;Scutellaria columnae;Scutellaria;Lamiaceae;Plantae
1445;5334253;Lonicera involucrata;Lonicera;Caprifoliaceae;Plantae
1446;6433679;Citrus hystrix;Citrus;Rutaceae;Plantae
1447;5403709;Crepis vesicaria;Crepis;Asteraceae;Plantae
1448;3189525;Hypericum androsaemum;Hypericum;Hypericaceae;Plantae
1449;7874143;Potentilla erecta;Potentilla;Rosaceae;Plantae
1450;3128888;Centaurea solstitialis;Centaurea;Asteraceae;Plantae
1451;3172881;Episcia cupreata;Episcia;Gesneriaceae;Plantae
1452;3033839;Podophyllum peltatum;Podophyllum;Berberidaceae;Plantae
1453;8022456;Legousia speculum-veneris;Legousia;Campanulaceae;Plantae
1454;2781610;Cynorkis purpurascens;Cynorkis;Orchidaceae;Plantae
1455;3088481;Tagetes minuta;Tagetes;Asteraceae;Plantae
1456;3189497;Hypericum calycinum;Hypericum;Hypericaceae;Plantae
1457;2977234;Ononis natrix;Ononis;Fabaceae;Plantae
1458;5304187;Triteleia laxa;Triteleia;Asparagaceae;Plantae
1459;3114229;Rudbeckia laciniata;Rudbeckia;Asteraceae;Plantae
1460;7403263;Lactuca sativa;Lactuca;Asteraceae;Plantae
1461;2769053;Beschorneria yuccoides;Beschorneria;Asparagaceae;Plantae
1462;5289686;Setaria verticillata;Setaria;Poaceae;Plantae
1463;7973078;Lactuca muralis;Mycelis;Asteraceae;Plantae
1464;8220878;Callianthe megapotamica;Callianthe;Malvaceae;Plantae
1465;4059818;Echium asperrimum;Echium;Boraginaceae;Plantae
1466;2856584;Allium massaessylum;Allium;Amaryllidaceae;Plantae
1467;8008282;Gentiana punctata;Gentiana;Gentianaceae;Plantae
1468;5410151;Campanula poscharskyana;Campanula;Campanulaceae;Plantae
1469;7444649;Aristolochia pistolochia;Aristolochia;Aristolochiaceae;Plantae
1470;5303420;Callisia repens;Callisia;Commelinaceae;Plantae
1471;5341387;Hyssopus officinalis;Hyssopus;Lamiaceae;Plantae
1472;5406789;Alcea rosea;Alcea;Malvaceae;Plantae
1473;3172099;Veronica austriaca;Veronica;Plantaginaceae;Plantae
1474;7349115;Gomphocarpus fruticosus;Gomphocarpus;Apocynaceae;Plantae
1475;2882835;Vaccinium vitis-idaea;Vaccinium;Ericaceae;Plantae
1476;5326791;Sternbergia lutea;Sternbergia;Amaryllidaceae;Plantae
1477;3082244;Cornus sericea;Cornus;Cornaceae;Plantae
1478;6421637;Vinca difformis;Vinca;Apocynaceae;Plantae
1479;2927556;Collomia grandiflora;Collomia;Polemoniaceae;Plantae
1480;5371711;Adonis vernalis;Adonis;Ranunculaceae;Plantae
1481;2993094;Rubus idaeus;Rubus;Rosaceae;Plantae
1482;3153837;Magnolia acuminata;Magnolia;Magnoliaceae;Plantae
1483;5420957;Clarkia unguiculata;Clarkia;Onagraceae;Plantae
1484;3094884;Onopordum acaulon;Onopordum;Asteraceae;Plantae
1485;2874496;Bryonia cretica;Bryonia;Cucurbitaceae;Plantae
1486;2984492;Celtis australis;Celtis;Cannabaceae;Plantae
1487;3706668;Pleiospilos nelii;Pleiospilos;Aizoaceae;Plantae
1488;5341184;Myosotis scorpioides;Myosotis;Boraginaceae;Plantae
1489;2984366;Soleirolia soleirolii;Soleirolia;Urticaceae;Plantae
1490;3033434;Ranunculus parviflorus;Ranunculus;Ranunculaceae;Plantae
1491;8714852;Achillea nana;Achillea;Asteraceae;Plantae
1492;5376925;Lepidium bonariense;Lepidium;Brassicaceae;Plantae
1493;5392174;Bidens frondosa;Bidens;Asteraceae;Plantae
1494;4259350;Tilia tomentosa;Tilia;Malvaceae;Plantae
1495;8406661;Silene uniflora;Silene;Caryophyllaceae;Plantae
1496;5415054;Forsythia intermedia;Forsythia;Oleaceae;Plantae
1497;2773545;Ornithogalum thyrsoides;Ornithogalum;Asparagaceae;Plantae
1498;2926615;Origanum majorana;Origanum;Lamiaceae;Plantae
1499;2928979;Hyoscyamus albus;Hyoscyamus;Solanaceae;Plantae
1500;3033374;Ranunculus sceleratus;Ranunculus;Ranunculaceae;Plantae
1501;6035827;Camphorosma monspeliaca;Camphorosma;Amaranthaceae;Plantae
1502;3172048;Veronica arvensis;Veronica;Plantaginaceae;Plantae
1503;5414548;Vincetoxicum hirundinaria;Vincetoxicum;Apocynaceae;Plantae
1504;4199130;Echeveria purpusorum;Echeveria;Crassulaceae;Plantae
1505;2695149;Tillandsia usneoides;Tillandsia;Bromeliaceae;Plantae
1506;5341411;Monarda fistulosa;Monarda;Lamiaceae;Plantae
1507;2971024;Melilotus officinalis;Melilotus;Fabaceae;Plantae
1508;5588846;Ramonda myconi;Ramonda;Gesneriaceae;Plantae
1509;3632234;Crithmum maritimum;Crithmum;Apiaceae;Plantae
1510;3034823;Torilis arvensis;Torilis;Apiaceae;Plantae
1511;3112361;Cynara scolymus;Cynara;Asteraceae;Plantae
1512;8890062;Helianthemum nummularium;Helianthemum;Cistaceae;Plantae
1513;5667916;Pinguicula lusitanica;Pinguicula;Lentibulariaceae;Plantae
1514;5303891;Danae racemosa;Danae;Asparagaceae;Plantae
1515;5421427;Malpighia emarginata;Malpighia;Malpighiaceae;Plantae
1516;2970418;Leucaena leucocephala;Leucaena;Fabaceae;Plantae
1517;3033108;Helleborus viridis;Helleborus;Ranunculaceae;Plantae
1518;2765129;Tradescantia andersoniana;Tradescantia;Commelinaceae;Plantae
1519;3032984;Diospyros kaki;Diospyros;Ebenaceae;Plantae
1520;2874612;Sechium edule;Sechium;Cucurbitaceae;Plantae
1521;2753146;Lilium martagon;Lilium;Liliaceae;Plantae
1522;5384848;Silene gallica;Silene;Caryophyllaceae;Plantae
1523;5663962;Viola reichenbachiana;Viola;Violaceae;Plantae
1524;5363627;Aronia melanocarpa;Aronia;Rosaceae;Plantae
1525;3701787;Coriaria myrtifolia;Coriaria;Coriariaceae;Plantae
1526;2925561;Vitex trifolia;Vitex;Lamiaceae;Plantae
1527;2888342;Hypopitys monotropa;Hypopitys;Ericaceae;Plantae
1528;2864467;Butomus umbellatus;Butomus;Butomaceae;Plantae
1529;3589517;Aristolochia fontanesii;Aristolochia;Aristolochiaceae;Plantae
1530;3114249;Rudbeckia fulgida;Rudbeckia;Asteraceae;Plantae
1531;5396551;Tithonia rotundifolia;Tithonia;Asteraceae;Plantae
1532;3047621;Sinapis alba;Sinapis;Brassicaceae;Plantae
1533;2685484;Abies alba;Abies;Pinaceae;Plantae
1534;3141101;Glebionis segetum;Glebionis;Asteraceae;Plantae
1535;5415016;Linaria maroccana;Linaria;Plantaginaceae;Plantae
1536;5371610;Tiarella cordifolia;Tiarella;Saxifragaceae;Plantae
1537;3034402;Eryngium amethystinum;Eryngium;Apiaceae;Plantae
1538;3171712;Pedicularis sylvatica;Pedicularis;Orobanchaceae;Plantae
1539;3033991;Cinnamomum camphora;Cinnamomum;Lauraceae;Plantae
1540;2747718;Crocus speciosus;Crocus;Iridaceae;Plantae
1541;3083956;Salsola soda;Salsola;Amaranthaceae;Plantae
1542;5289744;Phalaris canariensis;Phalaris;Poaceae;Plantae
1543;5410886;Campanula thyrsoides;Campanula;Campanulaceae;Plantae
1544;2860677;Scadoxus multiflorus;Scadoxus;Amaryllidaceae;Plantae
1545;2735117;Cocos nucifera;Cocos;Arecaceae;Plantae
1546;5297939;Iris japonica;Iris;Iridaceae;Plantae
1547;3020532;Comarum palustre;Comarum;Rosaceae;Plantae
1548;2871003;Philodendron hederaceum;Philodendron;Araceae;Plantae
1549;2986111;Ribes aureum;Ribes;Grossulariaceae;Plantae
1550;3188519;Tibouchina urvilleana;Pleroma;Melastomataceae;Plantae
1551;3023130;Prunus triloba;Prunus;Rosaceae;Plantae
1552;2653321;Ephedra distachya;Ephedra;Ephedraceae;Plantae
1553;5567884;Salicornia fruticosa;Salicornia;Amaranthaceae;Plantae
1554;2760669;Heliconia psittacorum;Heliconia;Heliconiaceae;Plantae
1555;7315229;Ceratocapnos claviculata;Ceratocapnos;Papaveraceae;Plantae
1556;2880539;Quercus rubra;Quercus;Fagaceae;Plantae
1557;3025705;Cotoneaster lacteus;Cotoneaster;Rosaceae;Plantae
1558;2650716;Asplenium viride;Asplenium;Aspleniaceae;Plantae
1559;9677963;Eriocapitella hupehensis;Eriocapitella;Ranunculaceae;Plantae
1560;5421338;Dictamnus albus;Dictamnus;Rutaceae;Plantae
1561;3190411;Ptelea trifoliata;Ptelea;Rutaceae;Plantae
1562;2768035;Beaucarnea recurvata;Beaucarnea;Asparagaceae;Plantae
1563;3032585;Parnassia palustris;Parnassia;Parnassiaceae;Plantae
1564;3033250;Anemone quinquefolia;Anemone;Ranunculaceae;Plantae
1565;5356542;Lathyrus nissolia;Lathyrus;Fabaceae;Plantae
1566;9269392;Drymosiphon grandiflorus;Drymosiphon;Lamiaceae;Plantae
1567;7974503;Primula auricula;Primula;Primulaceae;Plantae
1568;2892347;Rubia peregrina;Rubia;Rubiaceae;Plantae
1569;3141665;Roldana petasitis;Roldana;Asteraceae;Plantae
1570;6431455;Calamagrostis epigejos;Calamagrostis;Poaceae;Plantae
1571;3053376;Rorippa sylvestris;Rorippa;Brassicaceae;Plantae
1572;5414990;Digitalis lutea;Digitalis;Plantaginaceae;Plantae
1573;7587587;Saxifraga fragilis;Saxifraga;Saxifragaceae;Plantae
1574;2979408;Acacia retinodes;Acacia;Fabaceae;Plantae
1575;5362046;Sedum spathulifolium;Sedum;Crassulaceae;Plantae
1576;2739671;Colchicum montanum;Colchicum;Colchicaceae;Plantae
1577;3119175;Helianthus tuberosus;Helianthus;Asteraceae;Plantae
1578;2890560;Geranium lucidum;Geranium;Geraniaceae;Plantae
1579;5347612;Genista tinctoria;Genista;Fabaceae;Plantae
1580;2928863;Petunia axillaris;Petunia;Solanaceae;Plantae
1581;5341394;Perilla frutescens;Perilla;Lamiaceae;Plantae
