,lon,lat,year,geoUncertaintyInM,areaInM2,region,country,speciesId,surveyId,geometry,in_polygon
56819,2.48628,43.1449,2019,1.0,,MEDITERRANEAN,France,3935.0,3095991,POINT (2.48628 43.1449),True
56838,6.50254,43.1593,2020,10.0,-inf,MEDITERRANEAN,France,9194.0,3098770,POINT (6.50254 43.1593),True
56846,3.729874,43.831618,2021,5.0,250.0,MEDITERRANEAN,France,3937.0,3099959,POINT (3.729874 43.831618),True
56860,5.605466,43.160707,2019,0.0,100.0,MEDITERRANEAN,France,10073.0,3101461,POINT (5.605466 43.160707),True
56872,2.7098,43.55773,2017,1.0,,CONTINENTAL,France,963.0,3101606,POINT (2.7098 43.55773),True
56884,5.714929,43.548241,2017,10.0,25.0,MEDITERRANEAN,France,2753.0,3103571,POINT (5.714929 43.548241),True
56915,7.367124,43.930437,2021,6.0,-inf,MEDITERRANEAN,France,6235.0,3107775,POINT (7.367124 43.930437),True
56939,4.38796,44.16839,2019,1.0,,MEDITERRANEAN,France,9873.0,3107820,POINT (4.38796 44.16839),True
56954,7.23027,43.781782,2018,0.0,100.0,MEDITERRANEAN,France,9766.0,3110272,POINT (7.23027 43.781782),True
56999,7.116319,43.818685,2020,10.0,5.0,MEDITERRANEAN,France,2539.0,3111022,POINT (7.116319 43.818685),True
57011,3.90986,44.05042,2019,1.0,,MEDITERRANEAN,France,5412.0,3111673,POINT (3.90986 44.05042),True
57026,3.591837,43.916181,2021,4.0,250.0,MEDITERRANEAN,France,6226.0,3111766,POINT (3.591837 43.916181),True
57037,2.09273,43.36038,2019,1.0,,CONTINENTAL,France,10728.0,3111817,POINT (2.09273 43.36038),True
57061,3.019291,42.795643,2018,10.0,16.0,MEDITERRANEAN,France,1894.0,3111981,POINT (3.019291 42.795643),True
57075,6.590626,43.492079,2017,10.0,30.0,MEDITERRANEAN,France,473.0,3112775,POINT (6.590626 43.492079),True
57084,1.966667,42.816667,2017,10.0,50.0,ALPINE,France,1276.0,3112843,POINT (1.966667 42.816667),True
57137,7.07061,43.7596,2019,10.0,-inf,MEDITERRANEAN,France,82.0,3113445,POINT (7.07061 43.7596),True
57169,5.353063,43.211019,2017,0.0,100.0,MEDITERRANEAN,France,10073.0,3114943,POINT (5.353063 43.211019),True
57194,3.129616,43.149444,2021,5.0,100.0,MEDITERRANEAN,France,2634.0,3116233,POINT (3.129616 43.149444),True
57210,7.135048,43.737734,2021,1.0,16.0,MEDITERRANEAN,France,9581.0,3116277,POINT (7.135048 43.737734),True
57241,5.176585,43.402057,2017,0.0,50.0,MEDITERRANEAN,France,3262.0,3116345,POINT (5.176585 43.402057),True
57268,2.994097,43.630411,2020,6.0,400.0,CONTINENTAL,France,10600.0,3116723,POINT (2.994097 43.630411),True
57278,3.016555,42.831791,2018,10.0,16.0,MEDITERRANEAN,France,5907.0,3117274,POINT (3.016555 42.831791),True
57290,6.34677,43.23199,2018,1.0,,MEDITERRANEAN,France,2474.0,3117791,POINT (6.34677 43.23199),True
57304,5.597493,43.165741,2018,0.0,100.0,MEDITERRANEAN,France,9572.0,3118505,POINT (5.597493 43.165741),True
57340,4.499337,44.230452,2021,4.0,250.0,MEDITERRANEAN,France,4530.0,3120395,POINT (4.499337 44.230452),True
57358,5.46478,43.9114,2020,10.0,200.0,MEDITERRANEAN,France,2386.0,3121161,POINT (5.46478 43.9114),True
57379,6.551076,43.191298,2019,10.0,50.0,MEDITERRANEAN,France,3958.0,3122071,POINT (6.551076 43.191298),True
57402,3.513733,43.324084,2017,10.0,-inf,MEDITERRANEAN,France,7955.0,3122213,POINT (3.513733 43.324084),True
57404,6.015493,43.120621,2018,0.0,30.0,MEDITERRANEAN,France,4368.0,3122315,POINT (6.015493 43.120621),True
57428,3.51025,44.01949,2017,1.0,,MEDITERRANEAN,France,10145.0,3124256,POINT (3.51025 44.01949),True
57438,7.112051,43.818189,2020,4.0,1.0,MEDITERRANEAN,France,5451.0,3125850,POINT (7.112051 43.818189),True
57460,5.490242,43.278543,2018,10.0,200.0,MEDITERRANEAN,France,4530.0,3127512,POINT (5.490242 43.278543),True
57476,6.39043,43.266406,2021,5.0,16.0,MEDITERRANEAN,France,2233.0,3128526,POINT (6.39043 43.266406),True
57487,6.53562,43.45874,2019,1.0,,MEDITERRANEAN,France,11157.0,3128616,POINT (6.53562 43.45874),True
57501,4.040998,43.557082,2021,5.0,16.0,MEDITERRANEAN,France,9877.0,3128685,POINT (4.040998 43.557082),True
57505,5.96531,43.42546,2017,1.0,,MEDITERRANEAN,France,6039.0,3129832,POINT (5.96531 43.42546),True
57519,2.362944,43.357028,2019,10.0,-inf,MEDITERRANEAN,France,661.0,3130457,POINT (2.362944 43.357028),True
57527,5.58953,43.1685,2021,10.0,200.0,MEDITERRANEAN,France,6652.0,3130727,POINT (5.58953 43.1685),True
57545,5.651529,43.632003,2017,10.0,12.0,MEDITERRANEAN,France,5882.0,3130905,POINT (5.651529 43.632003),True
57564,3.051579,42.892176,2021,5.0,25.0,MEDITERRANEAN,France,1195.0,3132310,POINT (3.051579 42.892176),True
57579,6.044488,43.085566,2019,0.0,20.0,MEDITERRANEAN,France,4477.0,3132877,POINT (6.044488 43.085566),True
57595,5.36857,43.208439,2019,10.0,100.0,MEDITERRANEAN,France,4431.0,3133786,POINT (5.36857 43.208439),True
57611,3.289538,44.074321,2021,5.0,250.0,MEDITERRANEAN,France,10073.0,3133882,POINT (3.289538 44.074321),True
57631,1.729671,42.521918,2021,6.0,25.0,ALPINE,Andorra,7883.0,3135256,POINT (1.729671 42.521918),True
57641,3.93631,44.10399,2019,1.0,,MEDITERRANEAN,France,9873.0,3135675,POINT (3.93631 44.10399),True
57661,1.977861,42.864972,2017,10.0,30.0,ALPINE,France,8422.0,3136514,POINT (1.977861 42.864972),True
57678,3.03549,42.768835,2018,10.0,16.0,MEDITERRANEAN,France,10364.0,3137889,POINT (3.03549 42.768835),True
57698,3.033984,42.667364,2020,10.0,40.0,MEDITERRANEAN,France,4773.0,3138063,POINT (3.033984 42.667364),True
57703,2.16837,42.76759,2018,1.0,,MEDITERRANEAN,France,9647.0,3138149,POINT (2.16837 42.76759),True
57718,2.19226,42.96524,2017,1.0,,MEDITERRANEAN,France,10715.0,3140955,POINT (2.19226 42.96524),True
57752,2.60796,42.92906,2018,1.0,,MEDITERRANEAN,France,5474.0,3141278,POINT (2.60796 42.92906),True
57778,3.031082,42.743003,2018,10.0,16.0,MEDITERRANEAN,France,10021.0,3144363,POINT (3.031082 42.743003),True
57782,4.74519,44.2036,2020,10.0,15.0,MEDITERRANEAN,France,7854.0,3145350,POINT (4.74519 44.2036),True
57807,4.83797,44.2044,2019,10.0,150.0,MEDITERRANEAN,France,6874.0,3147581,POINT (4.83797 44.2044),True
57841,3.740497,43.92281,2018,0.0,10.0,MEDITERRANEAN,France,4265.0,3147862,POINT (3.740497 43.92281),True
57842,6.213166,43.765879,2017,10.0,100.0,MEDITERRANEAN,France,2608.0,3147974,POINT (6.213166 43.765879),True
57856,7.141809,43.703665,2021,5.0,16.0,MEDITERRANEAN,France,5924.0,3148871,POINT (7.141809 43.703665),True
57870,7.056415,43.78589,2020,4.0,4.0,MEDITERRANEAN,France,4675.0,3149673,POINT (7.056415 43.78589),True
57893,2.868579,43.047244,2021,5.0,50.0,MEDITERRANEAN,France,9388.0,3150286,POINT (2.868579 43.047244),True
57928,2.73963,43.52908,2020,4.0,400.0,MEDITERRANEAN,France,3958.0,3151110,POINT (2.73963 43.52908),True
57944,7.243447,43.698571,2021,5.0,-inf,MEDITERRANEAN,France,982.0,3151942,POINT (7.243447 43.698571),True
57981,1.729607,42.521708,2021,5.0,16.0,ALPINE,Andorra,4207.0,3152205,POINT (1.729607 42.521708),True
57999,7.08275,43.840861,2021,5.0,2.0,MEDITERRANEAN,France,4142.0,3152422,POINT (7.08275 43.840861),True
58017,3.211923,43.5384,2020,12.0,4.0,MEDITERRANEAN,France,10305.0,3153893,POINT (3.211923 43.5384),True
58019,6.551083,43.191613,2019,10.0,-inf,MEDITERRANEAN,France,9595.0,3155510,POINT (6.551083 43.191613),True
58031,4.03149,43.558778,2021,5.0,200.0,MEDITERRANEAN,France,3669.0,3155544,POINT (4.03149 43.558778),True
58043,4.007808,43.863079,2021,5.0,250.0,MEDITERRANEAN,France,5412.0,3155873,POINT (4.007808 43.863079),True
58053,6.53336,43.76485,2019,1.0,,MEDITERRANEAN,France,7706.0,3155985,POINT (6.53336 43.76485),True
58063,5.18159,43.7384,2019,10.0,100.0,MEDITERRANEAN,France,5412.0,3156020,POINT (5.18159 43.7384),True
58074,6.671409,43.313267,2018,10.0,50.0,MEDITERRANEAN,France,3438.0,3158746,POINT (6.671409 43.313267),True
58099,5.498337,43.227975,2017,0.0,100.0,MEDITERRANEAN,France,8784.0,3159006,POINT (5.498337 43.227975),True
58106,3.01939,42.797136,2018,10.0,16.0,MEDITERRANEAN,France,6491.0,3159080,POINT (3.01939 42.797136),True
58110,5.09395,44.1854,2021,10.0,5.0,MEDITERRANEAN,France,2940.0,3160342,POINT (5.09395 44.1854),True
58124,5.3827,44.07319,2017,1.0,,MEDITERRANEAN,France,1276.0,3163503,POINT (5.3827 44.07319),True
58140,5.690736,43.694098,2018,10.0,16.0,MEDITERRANEAN,France,10347.0,3164503,POINT (5.690736 43.694098),True
58148,2.38834,43.39659,2017,1.0,,CONTINENTAL,France,5969.0,3166260,POINT (2.38834 43.39659),True
58158,2.62968,42.39019,2019,1.0,,MEDITERRANEAN,Spain,713.0,3167148,POINT (2.62968 42.39019),True
58191,7.121587,43.649398,2020,3.0,-inf,MEDITERRANEAN,France,11146.0,3167969,POINT (7.121587 43.649398),True
58217,3.051828,42.889214,2018,10.0,16.0,MEDITERRANEAN,France,245.0,3168313,POINT (3.051828 42.889214),True
58225,4.030131,43.85351,2021,4.0,250.0,MEDITERRANEAN,France,5474.0,3168393,POINT (4.030131 43.85351),True
58239,3.86194,44.12304,2019,1.0,,MEDITERRANEAN,France,6235.0,3168783,POINT (3.86194 44.12304),True
58253,6.034471,43.085399,2019,10.0,-inf,MEDITERRANEAN,France,7805.0,3168786,POINT (6.034471 43.085399),True
58274,2.714342,42.978661,2020,4.0,50.0,MEDITERRANEAN,France,6492.0,3170533,POINT (2.714342 42.978661),True
58291,6.52779,43.1982,2020,10.0,-inf,MEDITERRANEAN,France,1176.0,3170673,POINT (6.52779 43.1982),True
58313,5.596029,43.476056,2018,0.0,40.0,MEDITERRANEAN,France,10803.0,3171980,POINT (5.596029 43.476056),True
58328,3.895747,43.539407,2021,5.0,50.0,MEDITERRANEAN,France,8489.0,3172112,POINT (3.895747 43.539407),True
58331,3.217763,43.46296,2021,5.0,200.0,MEDITERRANEAN,France,9702.0,3172381,POINT (3.217763 43.46296),True
58366,5.908874,43.277246,2020,4.0,4.0,MEDITERRANEAN,France,9261.0,3175827,POINT (5.908874 43.277246),True
58378,5.1743,43.89889,2019,1.0,,MEDITERRANEAN,France,9458.0,3177227,POINT (5.1743 43.89889),True
58396,1.95076,42.49763,2019,1.0,,ALPINE,Spain,4342.0,3177544,POINT (1.95076 42.49763),True
58463,3.705307,43.777548,2018,0.0,20.0,MEDITERRANEAN,France,9243.0,3177590,POINT (3.705307 43.777548),True
58465,2.812735,42.993862,2021,4.0,16.0,MEDITERRANEAN,France,5829.0,3177923,POINT (2.812735 42.993862),True
58491,3.099385,43.133746,2021,4.0,100.0,MEDITERRANEAN,France,5016.0,3178914,POINT (3.099385 43.133746),True
58514,3.32676,43.261701,2020,10.0,50.0,MEDITERRANEAN,France,2926.0,3181432,POINT (3.32676 43.261701),True
58527,2.782903,43.547771,2020,4.0,400.0,MEDITERRANEAN,France,8208.0,3181853,POINT (2.782903 43.547771),True
58531,2.327611,43.213972,2021,10.0,9.0,MEDITERRANEAN,France,10051.0,3181873,POINT (2.327611 43.213972),True
58535,3.015691,42.799222,2018,10.0,16.0,MEDITERRANEAN,France,4229.0,3182181,POINT (3.015691 42.799222),True
58541,7.145574,43.682841,2021,5.0,200.0,MEDITERRANEAN,France,2474.0,3182901,POINT (7.145574 43.682841),True
58565,5.351605,43.231703,2018,0.0,5.0,MEDITERRANEAN,France,4299.0,3183075,POINT (5.351605 43.231703),True
58585,5.24425,43.80708,2017,1.0,,MEDITERRANEAN,France,476.0,3185551,POINT (5.24425 43.80708),True
58610,3.044422,42.584571,2020,10.0,40.0,MEDITERRANEAN,France,2173.0,3187080,POINT (3.044422 42.584571),True
58622,3.779466,43.461949,2021,5.0,20.0,MEDITERRANEAN,France,857.0,3187597,POINT (3.779466 43.461949),True
58625,6.899204,43.510916,2018,0.0,30.0,MEDITERRANEAN,France,2109.0,3187932,POINT (6.899204 43.510916),True
58643,5.29667,43.85964,2018,1.0,,MEDITERRANEAN,France,8818.0,3188921,POINT (5.29667 43.85964),True
58651,3.075835,42.533287,2018,0.0,16.0,MEDITERRANEAN,France,5799.0,3189637,POINT (3.075835 42.533287),True
58652,3.769587,43.459208,2020,3.0,25.0,MEDITERRANEAN,France,8027.0,3190019,POINT (3.769587 43.459208),True
58654,3.816271,43.801866,2021,5.0,250.0,MEDITERRANEAN,France,6684.0,3190210,POINT (3.816271 43.801866),True
58677,3.15132,43.261626,2019,10.0,-inf,MEDITERRANEAN,France,3465.0,3190326,POINT (3.15132 43.261626),True
58683,7.100342,43.673138,2021,5.0,3.0,MEDITERRANEAN,France,6067.0,3191161,POINT (7.100342 43.673138),True
58714,3.54396,44.43279,2017,1.0,,CONTINENTAL,France,8472.0,3191711,POINT (3.54396 44.43279),True
58741,1.967111,42.778306,2017,10.0,10.0,ALPINE,France,10255.0,3192195,POINT (1.967111 42.778306),True
58761,3.051278,42.894583,2017,10.0,100.0,MEDITERRANEAN,France,7968.0,3193679,POINT (3.051278 42.894583),True
58799,3.038261,42.770578,2018,10.0,16.0,MEDITERRANEAN,France,11222.0,3194737,POINT (3.038261 42.770578),True
58802,3.601699,43.783326,2018,0.0,20.0,MEDITERRANEAN,France,7305.0,3195069,POINT (3.601699 43.783326),True
58803,3.348891,43.275318,2017,10.0,16.0,MEDITERRANEAN,France,2539.0,3196175,POINT (3.348891 43.275318),True
58828,6.713306,43.34984,2018,10.0,30.0,MEDITERRANEAN,France,1519.0,3197698,POINT (6.713306 43.34984),True
58839,6.02089,43.1207,2020,10.0,200.0,MEDITERRANEAN,France,11140.0,3203359,POINT (6.02089 43.1207),True
58854,6.50393,43.1865,2020,10.0,40.0,MEDITERRANEAN,France,1160.0,3203623,POINT (6.50393 43.1865),True
58878,3.051265,42.888261,2018,10.0,16.0,MEDITERRANEAN,France,5876.0,3203740,POINT (3.051265 42.888261),True
58887,6.34228,43.2202,2021,10.0,2.0,MEDITERRANEAN,France,7193.0,3203764,POINT (6.34228 43.2202),True
58901,5.48237,43.62052,2017,1.0,,MEDITERRANEAN,France,11045.0,3205094,POINT (5.48237 43.62052),True
58921,3.814144,43.633025,2020,11.0,4.0,MEDITERRANEAN,France,2761.0,3207583,POINT (3.814144 43.633025),True
58922,4.676512,43.494148,2018,0.0,100.0,MEDITERRANEAN,France,2809.0,3207723,POINT (4.676512 43.494148),True
58929,2.943312,43.047216,2021,5.0,50.0,MEDITERRANEAN,France,6039.0,3208578,POINT (2.943312 43.047216),True
58945,3.87641,43.537935,2021,4.0,16.0,MEDITERRANEAN,France,10073.0,3208746,POINT (3.87641 43.537935),True
58961,3.020458,42.849478,2018,10.0,16.0,MEDITERRANEAN,France,3125.0,3209240,POINT (3.020458 42.849478),True
58965,5.122955,44.137122,2021,5.0,25.0,MEDITERRANEAN,France,6874.0,3210589,POINT (5.122955 44.137122),True
58978,3.134679,43.127078,2020,10.0,50.0,MEDITERRANEAN,France,4659.0,3211895,POINT (3.134679 43.127078),True
58991,5.578316,43.243492,2017,0.0,3.0,MEDITERRANEAN,France,2643.0,3212286,POINT (5.578316 43.243492),True
58999,3.51174,44.09141,2019,1.0,,MEDITERRANEAN,France,963.0,3212657,POINT (3.51174 44.09141),True
59001,7.120747,43.824314,2020,10.0,-inf,MEDITERRANEAN,France,6048.0,3213307,POINT (7.120747 43.824314),True
59019,6.72016,43.4469,2020,10.0,200.0,MEDITERRANEAN,France,3747.0,3214340,POINT (6.72016 43.4469),True
59037,6.49962,43.1633,2020,10.0,-inf,MEDITERRANEAN,France,3722.0,3214580,POINT (6.49962 43.1633),True
59059,3.232715,43.639673,2021,5.0,250.0,MEDITERRANEAN,France,9873.0,3215385,POINT (3.232715 43.639673),True
59081,3.42368,44.70387,2017,1.0,,CONTINENTAL,France,661.0,3215774,POINT (3.42368 44.70387),True
59090,3.199298,43.629157,2021,5.0,250.0,MEDITERRANEAN,France,7862.0,3216522,POINT (3.199298 43.629157),True
59107,6.86245,43.84165,2017,1.0,,MEDITERRANEAN,France,2396.0,3216996,POINT (6.86245 43.84165),True
59126,5.85353,43.21329,2017,1.0,,MEDITERRANEAN,France,3251.0,3219095,POINT (5.85353 43.21329),True
59140,4.212716,43.463944,2020,10.0,40.0,MEDITERRANEAN,France,4659.0,3220920,POINT (4.212716 43.463944),True
59148,5.502364,43.227747,2017,0.0,4.0,MEDITERRANEAN,France,9870.0,3222199,POINT (5.502364 43.227747),True
59154,2.829488,43.027756,2021,5.0,50.0,MEDITERRANEAN,France,9458.0,3222376,POINT (2.829488 43.027756),True
59169,5.68066,43.20082,2017,1.0,,MEDITERRANEAN,France,51.0,3223342,POINT (5.68066 43.20082),True
59187,3.07718,43.05074,2020,10.0,50.0,MEDITERRANEAN,France,2173.0,3224029,POINT (3.07718 43.05074),True
59199,6.803699,43.699591,2021,5.0,-inf,MEDITERRANEAN,France,7805.0,3224506,POINT (6.803699 43.699591),True
59219,3.031972,42.659417,2019,10.0,-inf,MEDITERRANEAN,France,11240.0,3224604,POINT (3.031972 42.659417),True
59258,6.190325,43.339957,2021,5.0,20.0,MEDITERRANEAN,France,3958.0,3224695,POINT (6.190325 43.339957),True
59269,3.172847,43.234748,2021,5.0,100.0,MEDITERRANEAN,France,2421.0,3225543,POINT (3.172847 43.234748),True
59281,4.2956,43.6665,2017,1.0,,MEDITERRANEAN,France,1304.0,3226443,POINT (4.2956 43.6665),True
59307,1.993653,42.524202,2018,0.0,20.0,ALPINE,France,3037.0,3227307,POINT (1.993653 42.524202),True
59322,6.054266,43.090969,2019,10.0,100.0,MEDITERRANEAN,France,51.0,3228308,POINT (6.054266 43.090969),True
59342,7.50327,44.086,2020,10.0,-inf,ALPINE,France,10073.0,3228468,POINT (7.50327 44.086),True
59352,3.092227,43.13758,2021,5.0,100.0,MEDITERRANEAN,France,10520.0,3228900,POINT (3.092227 43.13758),True
59375,7.07501,43.7566,2019,10.0,5.0,MEDITERRANEAN,France,9936.0,3229184,POINT (7.07501 43.7566),True
59410,6.34156,43.2397,2021,10.0,7.0,MEDITERRANEAN,France,887.0,3232795,POINT (6.34156 43.2397),True
59428,4.043429,43.557286,2021,6.0,16.0,MEDITERRANEAN,France,9877.0,3234174,POINT (4.043429 43.557286),True
59434,5.120219,43.510068,2017,0.0,6.0,MEDITERRANEAN,France,129.0,3234466,POINT (5.120219 43.510068),True
59457,2.878775,43.048678,2021,4.0,4.0,MEDITERRANEAN,France,4325.0,3235349,POINT (2.878775 43.048678),True
59460,3.90489,43.87065,2019,1.0,,MEDITERRANEAN,France,10520.0,3236243,POINT (3.90489 43.87065),True
59481,3.680898,43.39326,2019,10.0,16.0,MEDITERRANEAN,France,8489.0,3236816,POINT (3.680898 43.39326),True
59491,5.671282,43.319376,2017,10.0,100.0,MEDITERRANEAN,France,10998.0,3237290,POINT (5.671282 43.319376),True
59517,3.714716,44.135121,2017,0.0,-inf,MEDITERRANEAN,France,10600.0,3238256,POINT (3.714716 44.135121),True
59531,3.050267,42.89417,2018,10.0,16.0,MEDITERRANEAN,France,7315.0,3238966,POINT (3.050267 42.89417),True
59539,2.46154,43.0551,2018,1.0,,MEDITERRANEAN,France,2386.0,3240801,POINT (2.46154 43.0551),True
59563,2.696867,43.554286,2021,4.0,250.0,CONTINENTAL,France,5071.0,3241712,POINT (2.696867 43.554286),True
59575,3.40255,44.91996,2017,1.0,,CONTINENTAL,France,8428.0,3242664,POINT (3.40255 44.91996),True
59591,3.03088,42.752876,2018,10.0,16.0,MEDITERRANEAN,France,1062.0,3244036,POINT (3.03088 42.752876),True
59597,7.358377,43.913433,2021,0.0,-inf,MEDITERRANEAN,France,2002.0,3244869,POINT (7.358377 43.913433),True
59623,3.751926,44.190148,2017,0.0,-inf,MEDITERRANEAN,France,981.0,3246731,POINT (3.751926 44.190148),True
59638,5.369841,43.208222,2019,10.0,100.0,MEDITERRANEAN,France,9513.0,3247740,POINT (5.369841 43.208222),True
59650,6.899884,43.442252,2021,10.0,20.0,MEDITERRANEAN,France,1933.0,3249499,POINT (6.899884 43.442252),True
59657,5.671795,43.69371,2018,0.0,100.0,MEDITERRANEAN,France,10347.0,3249892,POINT (5.671795 43.69371),True
59678,3.514917,43.31868,2017,10.0,-inf,MEDITERRANEAN,France,7955.0,3250583,POINT (3.514917 43.31868),True
59679,5.353292,43.211212,2017,0.0,100.0,MEDITERRANEAN,France,5721.0,3251399,POINT (5.353292 43.211212),True
59692,2.63575,43.57593,2017,1.0,,CONTINENTAL,France,8512.0,3253559,POINT (2.63575 43.57593),True
59709,5.53182,43.61907,2019,1.0,,MEDITERRANEAN,France,6874.0,3254146,POINT (5.53182 43.61907),True
59724,3.213283,43.195964,2020,10.0,50.0,MEDITERRANEAN,France,1300.0,3254721,POINT (3.213283 43.195964),True
59737,6.575495,43.195732,2019,10.0,200.0,MEDITERRANEAN,France,5130.0,3256076,POINT (6.575495 43.195732),True
59758,3.63441,44.0001,2019,1.0,,MEDITERRANEAN,France,2386.0,3256828,POINT (3.63441 44.0001),True
59770,2.654,42.40808,2018,1.0,,MEDITERRANEAN,Spain,3581.0,3257849,POINT (2.654 42.40808),True
59795,6.45998,43.1647,2020,10.0,200.0,MEDITERRANEAN,France,1160.0,3258181,POINT (6.45998 43.1647),True
59802,3.513781,43.329481,2017,10.0,-inf,MEDITERRANEAN,France,7955.0,3258870,POINT (3.513781 43.329481),True
59803,3.038064,42.768132,2018,10.0,16.0,MEDITERRANEAN,France,5799.0,3258902,POINT (3.038064 42.768132),True
59813,3.523582,43.323137,2017,10.0,-inf,MEDITERRANEAN,France,7955.0,3259033,POINT (3.523582 43.323137),True
59814,3.241413,44.407599,2021,5.0,250.0,CONTINENTAL,France,2474.0,3259333,POINT (3.241413 44.407599),True
59840,3.350529,43.27328,2017,10.0,16.0,MEDITERRANEAN,France,1300.0,3259393,POINT (3.350529 43.27328),True
59850,4.335153,44.16122,2021,5.0,250.0,MEDITERRANEAN,France,2747.0,3262455,POINT (4.335153 44.16122),True
59862,3.825154,44.180234,2017,0.0,-inf,MEDITERRANEAN,France,3669.0,3262509,POINT (3.825154 44.180234),True
59874,4.854744,43.665629,2018,0.0,-inf,MEDITERRANEAN,France,1214.0,3264282,POINT (4.854744 43.665629),True
59884,5.45666,43.60328,2018,1.0,,MEDITERRANEAN,France,3251.0,3264661,POINT (5.45666 43.60328),True
59905,6.50844,43.1563,2020,10.0,100.0,MEDITERRANEAN,France,4087.0,3265629,POINT (6.50844 43.1563),True
59919,6.49958,43.1738,2020,10.0,-inf,MEDITERRANEAN,France,3278.0,3265781,POINT (6.49958 43.1738),True
59948,6.14878,43.0269,2021,10.0,80.0,MEDITERRANEAN,France,4029.0,3267099,POINT (6.14878 43.0269),True
59959,5.25563,43.488,2021,10.0,200.0,MEDITERRANEAN,France,7565.0,3267205,POINT (5.25563 43.488),True
59982,5.72736,43.7092,2020,10.0,100.0,MEDITERRANEAN,France,7536.0,3267762,POINT (5.72736 43.7092),True
59995,6.4942,43.1739,2020,10.0,100.0,MEDITERRANEAN,France,5618.0,3268700,POINT (6.4942 43.1739),True
60007,5.029407,43.336522,2017,0.0,2.0,MEDITERRANEAN,France,2719.0,3269039,POINT (5.029407 43.336522),True
60012,3.03767,42.74364,2019,10.0,30.0,MEDITERRANEAN,France,2173.0,3269286,POINT (3.03767 42.74364),True
60024,4.80301,43.9547,2021,10.0,10.0,MEDITERRANEAN,France,1910.0,3269329,POINT (4.80301 43.9547),True
60028,3.819896,44.200697,2017,0.0,-inf,MEDITERRANEAN,France,10082.0,3269711,POINT (3.819896 44.200697),True
60048,3.522334,43.321344,2017,10.0,-inf,MEDITERRANEAN,France,7955.0,3270570,POINT (3.522334 43.321344),True
60049,4.854248,43.664468,2018,0.0,-inf,MEDITERRANEAN,France,7576.0,3270720,POINT (4.854248 43.664468),True
60067,6.66559,43.54361,2019,1.0,,MEDITERRANEAN,France,146.0,3271722,POINT (6.66559 43.54361),True
60088,4.081117,43.576287,2020,3.0,16.0,MEDITERRANEAN,France,1121.0,3272620,POINT (4.081117 43.576287),True
60104,3.511285,43.325895,2017,10.0,-inf,MEDITERRANEAN,France,6279.0,3273321,POINT (3.511285 43.325895),True
60106,3.339271,43.668762,2021,5.0,250.0,MEDITERRANEAN,France,2643.0,3274216,POINT (3.339271 43.668762),True
60118,2.799981,43.55432,2020,12.0,400.0,MEDITERRANEAN,France,7817.0,3274234,POINT (2.799981 43.55432),True
60140,4.410035,43.529083,2018,10.0,100.0,MEDITERRANEAN,France,9135.0,3275426,POINT (4.410035 43.529083),True
60145,5.6634,43.32727,2017,1.0,,MEDITERRANEAN,France,6226.0,3276632,POINT (5.6634 43.32727),True
60175,7.366257,43.929299,2021,5.0,-inf,MEDITERRANEAN,France,8818.0,3276957,POINT (7.366257 43.929299),True
60208,7.131504,43.56572,2017,10.0,6.0,MEDITERRANEAN,France,11193.0,3277430,POINT (7.131504 43.56572),True
60220,4.64548,43.6977,2021,10.0,100.0,MEDITERRANEAN,France,4701.0,3278063,POINT (4.64548 43.6977),True
60237,6.09359,43.0382,2021,10.0,20.0,MEDITERRANEAN,France,8219.0,3278121,POINT (6.09359 43.0382),True
60250,3.513677,43.317787,2017,10.0,-inf,MEDITERRANEAN,France,6279.0,3278990,POINT (3.513677 43.317787),True
60252,4.80253,43.9544,2021,10.0,5.0,MEDITERRANEAN,France,8633.0,3279386,POINT (4.80253 43.9544),True
60258,5.23941,43.4487,2021,10.0,15.0,MEDITERRANEAN,France,9194.0,3280321,POINT (5.23941 43.4487),True
60284,7.187883,43.767542,2018,10.0,-inf,MEDITERRANEAN,France,10315.0,3280614,POINT (7.187883 43.767542),True
60326,3.110389,43.151633,2021,5.0,100.0,MEDITERRANEAN,France,6874.0,3281350,POINT (3.110389 43.151633),True
60340,3.015081,42.803359,2018,10.0,16.0,MEDITERRANEAN,France,9513.0,3281833,POINT (3.015081 42.803359),True
60349,6.046894,43.086722,2019,10.0,60.0,MEDITERRANEAN,France,3669.0,3283158,POINT (6.046894 43.086722),True
60366,5.185728,43.404564,2017,10.0,4.0,MEDITERRANEAN,France,1069.0,3284235,POINT (5.185728 43.404564),True
60376,5.359916,43.209222,2018,0.0,100.0,MEDITERRANEAN,France,8219.0,3284530,POINT (5.359916 43.209222),True
60381,2.24088,43.14496,2018,1.0,,MEDITERRANEAN,France,9190.0,3287463,POINT (2.24088 43.14496),True
60409,5.61521,43.24426,2017,0.0,3.0,MEDITERRANEAN,France,9158.0,3288637,POINT (5.61521 43.24426),True
60420,4.95869,44.056,2020,10.0,20.0,MEDITERRANEAN,France,3958.0,3292607,POINT (4.95869 44.056),True
60439,5.16496,43.7061,2021,10.0,1.0,MEDITERRANEAN,France,7493.0,3293496,POINT (5.16496 43.7061),True
60453,6.141053,43.030244,2018,0.0,-inf,MEDITERRANEAN,France,8785.0,3294509,POINT (6.141053 43.030244),True
60464,5.52011,43.85332,2017,1.0,,MEDITERRANEAN,France,4530.0,3295607,POINT (5.52011 43.85332),True
